captely-crm-service  | 2025-06-08T13:48:15.742202375Z Postgres is up - executing command
captely-crm-service  | 2025-06-08T13:59:19.637036985Z INFO:     51.195.190.14:39578 - "GET /inicio.cfm HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:19.739333323Z INFO:     51.195.190.14:39768 - "GET /cslu/v1/core/conf HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:19.796101617Z INFO:     51.195.190.14:39884 - "GET /base.jsa HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:19.900646494Z INFO:     51.195.190.14:40094 - "GET /config HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:19.951948179Z INFO:     51.195.190.14:40234 - "GET /menu.cfm HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.054330707Z INFO:     51.195.190.14:40490 - "GET /CHANGELOG.txt HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.108594986Z INFO:     51.195.190.14:40594 - "GET /home.html HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.210079667Z INFO:     51.195.190.14:40810 - "GET /admin/reports/status HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.266067841Z INFO:     51.195.190.14:40918 - "GET /indice.jhtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.363698779Z INFO:     51.195.190.14:41136 - "GET /admin/reports/updates HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.419261722Z INFO:     51.195.190.14:41240 - "GET /robots.txt HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.517863965Z INFO:     51.195.190.14:41406 - "GET /javascript/validation/OEM.js HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.575148278Z INFO:     51.195.190.14:41498 - "GET /indice.cgi HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.677214047Z INFO:     51.195.190.14:41726 - "GET /pom.xml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.714879980Z INFO:     51.195.190.14:41838 - "GET /menu.jsa HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.757823953Z INFO:     51.195.190.14:41970 - "GET /build.gradle HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.791283206Z INFO:     51.195.190.14:42024 - "GET /indice.cfm HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.831497484Z INFO:     51.195.190.14:42074 - "GET /webportal.cgi HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.859054819Z INFO:     51.195.190.14:42152 - "GET /home.php HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.889470948Z INFO:     51.195.190.14:42222 - "GET /workplace/home.action HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.912412175Z INFO:     51.195.190.14:42272 - "GET /home.cgi HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.942964737Z INFO:     51.195.190.14:42360 - "GET /css/eonweb.css HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.962112243Z INFO:     51.195.190.14:42412 - "GET /admin.jhtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:20.989261208Z INFO:     51.195.190.14:42460 - "GET /pandora_console/ HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.012740255Z INFO:     51.195.190.14:42484 - "GET /index.jsa HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.038074909Z INFO:     51.195.190.14:42534 - "GET /centreon/api/latest/platform/versions HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.067308981Z INFO:     51.195.190.14:42568 - "GET /menu.aspx HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.093408487Z INFO:     51.195.190.14:42636 - "GET /cgi-bin/authLogin.cgi HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.116537773Z INFO:     51.195.190.14:42692 - "GET /menu.html HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.144357446Z INFO:     51.195.190.14:42738 - "GET /css/elfinder.min.css HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.166173792Z INFO:     51.195.190.14:42794 - "GET /main.html HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.195460942Z INFO:     51.195.190.14:42836 - "GET /api/v3/meta HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.215994213Z INFO:     51.195.190.14:42876 - "GET /inicio.shtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.246501351Z INFO:     51.195.190.14:42926 - "GET /geoserver/web/ HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.274302831Z INFO:     51.195.190.14:42982 - "GET /inicio.pl HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.303463585Z INFO:     51.195.190.14:43010 - "GET /am_bin/amlogin HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.321057093Z INFO:     51.195.190.14:43058 - "GET /home.jhtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.354643023Z INFO:     51.195.190.14:43118 - "GET /system/version/current HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.369633062Z INFO:     51.195.190.14:43180 - "GET /inicio.jsp HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.399161941Z INFO:     51.195.190.14:43224 - "GET /api/v1/version HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.414271493Z INFO:     51.195.190.14:43264 - "GET /inicio.jsa HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.436305182Z INFO:     51.195.190.14:43282 - "GET /i18n/component/JS HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.469465832Z INFO:     51.195.190.14:43326 - "GET /indice.html HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.507044792Z INFO:     51.195.190.14:43396 - "GET /hx/api/about HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.531171262Z INFO:     51.195.190.14:43446 - "GET /menu.jhtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.569196962Z INFO:     51.195.190.14:43504 - "GET /app/ui/login.jsp HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.589539079Z INFO:     51.195.190.14:43530 - "GET /main.aspx HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.628227040Z INFO:     51.195.190.14:43590 - "GET /login/?next=/ HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.651871764Z INFO:     51.195.190.14:43632 - "GET /menu.cgi HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.679311821Z INFO:     51.195.190.14:43734 - "GET /MagicInfo/config.js HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.703590533Z INFO:     51.195.190.14:43764 - "GET /menu.php HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.740792022Z INFO:     51.195.190.14:43812 - "GET /plugin/webs_model_cfg.js HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.758356215Z INFO:     51.195.190.14:43854 - "GET /inicio.asp HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.812854721Z INFO:     51.195.190.14:43960 - "GET /localstart.shtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.860948454Z INFO:     51.195.190.14:44038 - "GET /indice.php HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.917036864Z INFO:     51.195.190.14:44156 - "GET /base.aspx HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:21.975017952Z INFO:     51.195.190.14:44290 - "GET /indice.shtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.031503741Z INFO:     51.195.190.14:44414 - "GET /index.shtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.081162683Z INFO:     51.195.190.14:44512 - "GET /localstart.html HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.126835416Z INFO:     51.195.190.14:44602 - "GET /index.jhtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.171513691Z INFO:     51.195.190.14:44704 - "GET /admin.php HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.223036165Z INFO:     51.195.190.14:44816 - "GET /main.asp HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.286165311Z INFO:     51.195.190.14:44904 - "GET /default.html HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.336611716Z INFO:     51.195.190.14:45042 - "GET /home.jsa HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.383329322Z INFO:     51.195.190.14:45170 - "GET /start.pl HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.426032575Z INFO:     51.195.190.14:45262 - "GET /localstart.cgi HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.479511526Z INFO:     51.195.190.14:45376 - "GET /default.cfm HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.530521559Z INFO:     51.195.190.14:45512 - "GET /base.jhtml HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.583274190Z INFO:     51.195.190.14:45676 - "GET /main.jsa HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.638000438Z INFO:     51.195.190.14:45784 - "GET /home.asp HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.694117171Z INFO:     51.195.190.14:45894 - "GET /base.cfm HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.739127223Z INFO:     51.195.190.14:46030 - "GET /index.cgi HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.790068137Z INFO:     51.195.190.14:46126 - "GET /start.php HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.850760153Z INFO:     51.195.190.14:46252 - "GET /index.php HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.896345965Z INFO:     51.195.190.14:46352 - "GET /main.pl HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.938304545Z INFO:     51.195.190.14:46440 - "GET /default.jsa HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:22.984949625Z INFO:     51.195.190.14:46546 - "GET /admin.jsp HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:23.018539863Z INFO:     51.195.190.14:46660 - "GET /home.jsp HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:23.062094229Z INFO:     51.195.190.14:46708 - "GET /start.aspx HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:23.119231929Z INFO:     51.195.190.14:46790 - "GET /main.jsp HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:23.167170313Z INFO:     51.195.190.14:46872 - "GET /home.pl HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:23.212840241Z INFO:     51.195.190.14:46954 - "GET /localstart.jsa HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:23.259272074Z INFO:     51.195.190.14:47056 - "GET /home.cfm HTTP/1.1" 404 Not Found
captely-crm-service  | 2025-06-08T13:59:25.890034279Z INFO:     51.195.190.14:52890 - "GET / HTTP/1.1" 404 Not Found
